"adre_a","artesania","codi_postal","coeducaci","comarca","comunicaci_societat_de_la","cultura_i_arts","demarcaci_territorial","diversitat_funcional","dones_grans","drets_humans_i_cooperaci","drets_sexuals_i_reproductius","ecofeminismes","economia_feminista","email","emprenedoria_i_direcci_d","esports","fax","inserci_laboral_i_ocupaci","interculturalitat_i_migraci","jur_dic_legal","lgtbi","lleure","m_n_rural","municipi","organisme","pensaments_feministes_i","promoci_d_activitats_i","salut","sororitat_i_ajuda_m_tua","tel_fon","tipus","treball_de_cura","treball_sexual","viol_ncies_masclistes","web"
"C. Tuset, 23-25, 6è 8a","No","08006","No","Barcelonès","No","Sí","Barcelona","No","No","No","No","No","No","info@gestiosolidaria.org","No","No",,"No","No","No","No","No","No","Barcelona","Associació Gestió Solidària","No","No","No","No","93 217 41 33","Associacions/grup","No","No","No","http://www.gestiosolidaria.org"
"C. Manel Bonmatí Romaguera, 2 (Pimec)","No","17003","No","Gironès","No","No","Girona","No","No","No","No","No","No","info@agegirona.cat","Sí","No","972 48 30 64","No","No","No","No","Sí","No","Girona","Associació Gironina d'Empresàries - AGE","No","No","No","No","972 22 55 78","Associacions/grup","No","No","No",
"C. Pintor Casas, s/n","No","08232","No","Vallès Occidental","No","Sí","Barcelona","No","No","No","No","No","No","donescantrias@gmail.com","No","No",,"No","No","No","No","Sí","No","Viladecavalls","Associació Grup de Dones de Can Trias","No","No","No","No","93 780 06 06","Associacions/grup","No","No","No",
"C. Mar Cantàbric, 58, Bústia 4","No","17310","No","Selva","No","No","Girona","No","No","No","No","No","No","mont-lloret@hotmail.com","No","No",,"No","No","No","No","Sí","No","Lloret de Mar","Associació grup de Dones de Mont Lloret","No","No","No","No","670 47 88 63","Associacions/grup","No","No","No",
"Centre Cívic Can Ninetes (GR Santa Eugènia)","No","17080","No","Gironès","No","No","Girona","No","No","No","No","No","No","lesbianesgirona@gmail.com","No","No",,"No","No","No","Sí","No","No","Girona","Associació Grup de Lesbianes de Girona, GLG","No","No","No","No","645 579 367","Associacions/grup","No","No","No","http://www.glg.cat/"
"C. Providència, 42 (Hotel d'Entitats de Gràcia)","No","08024","No","Barcelonès","No","Sí","Barcelona","No","No","No","No","No","No",,"No","No","93 213 08 90","No","No","No","No","No","No","Barcelona","Associació Grup d'Història de les Dones de Fent Història","No","No","No","No","658 055 792","Associacions/grup","No","No","No","http://www.gencat.net/entitats/fenthis.htm; http://www.fenthistoria.org/"
"C/ Quairon, 2, bxs. 2a","No","25540","No","Val d'Aran","No","No","Lleida","No","No","No","No","No","No","hemnesdeles@gmail.com","No","No",,"No","No","No","No","Sí","No","Les","Associació Hèmnes de Les","No","No","Sí","No","680351079","Associacions/grup","No","No","No","http://hemnesdeles.blogspot.com.es"
"C. de l’Om, 5, 1r 1a B","No","08001","No","Barcelonès","No","Sí","Barcelona","No","No","No","No","No","No","ahcama427@gmail.com","No","No",,"No","Sí","No","No","No","No","Barcelona","Associació Humanitària contra l'Ablació de la Dona Africana - AHCAMA","No","No","No","No","602 300 084","Associacions/grup","No","No","Sí",
"C. de l'Orfeó Català, 1, baixos 1a","No","08970","No","Baix Llobregat","No","No","Barcelona","No","No","No","No","No","No","impulsant@gmail.com","No","No",,"No","No","No","No","No","No","Sant Joan Despí","Associació Impulsant","No","Sí","No","No","645 842 214","Associacions/grup","No","No","No","http://impulsant.blogspot.com.es/"
"C. de l'Amistat, 15, baixos","No","08005","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","invia@invia.cat; elisalopezmateos@hotmail.com","No","No","93 487 32 17","Sí","No","No","No","No","No","Barcelona","Associació In Via","No","No","No","No","93 2155626","Associacions/grup","No","No","Sí","http://www.invia.cat"
"Rbla. de Catalunya 45, 1r 1a","No","08007","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","donesdecatalunya@gmail.com","No","No","93 323 11 22","No","No","No","No","Sí","No","Barcelona","Associació Independent de Dones de Catalunya Front d'Acció Sòcio-cultural","No","No","No","No","93 215 14 25","Associacions/grup","No","No","No",
"Av. del Paral.lel, 116, 4t 1a","No","08015","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","info@iquotidiana.org","No","No",,"No","No","No","No","No","No","Barcelona","Associació Institut Quotidiana","Sí","No","No","No","686 623 850","Associacions/grup","No","No","No","www.iqobservatori.org"
"C/ Hospital, núm. 56 (antiga Escola Massana)","No","08001","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","fatima.dialegsdona@gmail.com","No","No",,"No","Sí","No","No","No","No","Barcelona","Associació Intercultural Diàlegs de Dona","No","Sí","No","No","672 050 460","Associacions/grup","No","No","No","https://dialegsdona.org/"
"C. d'Erasme de Janer, 8, despatx 7","No","08001","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","info@suds.cat","No","No",,"No","No","No","No","No","No","Barcelona","Associació Internacional de Solidaritat i Cooperació - SUDS","No","No","No","Sí","93 117 25 42","Associacions/grup","No","No","No",
"C. Salvador Espriu, s/n","No","08960","No","Baix Llobregat","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Sant Just Desvern","Associació Just-Dona","No","Sí","No","No",,"Associacions/grup","No","No","No","http://fdonesbaixllobregat.suport.org/associa2.htm"
"C/ Víctor Balaguer 2B, PB","No","25200","No","Segarra","No","No","Lleida","No","No","No","No","No","No","band_tokades@yahoo.es","No","No",,"No","No","No","No","No","No","Cervera","Associació Juvenil Band Tokades","No","No","No","No","665106614","Associacions/grup","No","No","No",
"C. Comte d'Urgell, 249","No","08036","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Barcelona","Associació Juvenil Dona Jove","No","No","No","No",,"Associacions/grup","No","No","No",
"C. de Puig-Reig, 10, baixos","No","08006","No","Barcelonès","No","No","Barcelona","No","No","Sí","No","No","No","jni.dona@gmail.com","No","No","93 237 84 37","No","No","No","No","No","No","Barcelona","Associació Juvenil Dona, Joves Nacionalistes per a la Igualtat","No","No","No","No","696 241 680","Associacions/grup","No","No","No",
"C/ Santa Teresa, 32 1r 2a","No","08302","No","Maresme","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Mataró","Associació L’Hora Violeta","No","Sí","No","No","93 143 06 38","Associacions/grup","No","No","No","http://www.lhoravioleta.org"
"Camí de Can Caralt, 21-23","No","08392","No","Maresme","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","No","Sant Andreu de Llavaneres","Associació la Dona per la Dona","No","Sí","No","No","93 792 68 19","Associacions/grup","No","No","No",
"C. Major, 73, 1r 1a","No","17190","No","Gironès","No","No","Girona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Salt","Associació la Saltenca: espai de trobada de dones, per la promoció dels sabers femenins i contra les discriminacions sexistes","No","Sí","No","No","665 812 936","Associacions/grup","No","No","No","http://www.lasaltenca.org"
"C. Sant Jordi, 7","No","17457","No","Selva","No","No","Girona","No","No","No","No","No","No","negrerosa@gmail.com","No","No",,"No","No","No","No","No","No","Riudellots de la Selva","Associació l'Ateneu de la Dona de Riudellots de la Selva","No","Sí","No","No","972864011","Associacions/grup","No","No","No","http://www.riudellots.com"
"C. La Palma, 6-10","No","25002","Sí","Segrià","No","No","Lleida","No","No","No","No","No","No","lika@associaciolika.org","No","No",,"No","No","No","No","No","No","Lleida","Associació LIKA (Llibertat, Igualtat i Koeducació en Acció)","No","Sí","No","No","681 331 500","Associacions/grup","No","No","Sí","http://www.associaciolika.org"
"C. de la Palma, 6-10 (Centre de Recursos Juvenils  PALMA)","No","25002","No","Segrià","No","No","Lleida","No","No","No","No","No","No","info@alleta.cat","No","No",,"No","No","No","No","No","No","Lleida","Associació Lleidatana Pro Lactància, Alleta","No","Sí","No","No","973221444","Associacions/grup","Sí","No","No","http://www.alleta.cat"
"C. Francesc Pi i Maragall, 2-4, 1r. 3a","No","17310","No","Selva","No","No","Girona","No","No","No","No","No","No","lletdemare@grupslactancia.org","No","No",,"No","No","No","No","No","No","Lloret de Mar","Associació Llet de Mare","No","No","No","No","669 154 121","Associacions/grup","Sí","No","No",
"Avda. de les Goles de l'Ebre, 208","No","43580","No","Baix Ebre","No","No","Terres de l'Ebre","No","No","No","No","No","No","doneslacava@hotmail.com","No","No","977 48 12 28","No","No","No","No","Sí","No","Deltebre","Associació Local de la Dona de la Cava","No","No","No","No","977 480 414","Associacions/grup","No","No","No",
,"No",,"No","Selva","No","No","Girona","No","No","No","No","No","No","vanesapajares@hotmail.com","No","No",,"No","No","No","No","No","No","Caldes de Malavella","Associació LOLA","No","Sí","No","No","650244840","Associacions/grup","No","No","No",
"C. Precessó, 0","No","17462","No","Gironès","No","No","Girona","No","No","No","No","No","No","julia.castello@hotmail.com","No","No",,"No","No","No","No","Sí","No","Madremanya","Associació lúdico-cultural de Dones de Madremanya","No","No","No","No","972 49 11 68","Associacions/grup","No","No","No",
"C. Santa Joanquima de Vedruna, 6 (Escola Escorial)","No","08500","No","Osona","No","No","Barcelona","No","No","No","No","No","No","mireia@maresenllac.org; maria@maresenllac.org;","No","No",,"No","No","No","No","No","No","Vic","Associació Mares d'Enllaç","No","No","No","No","607 222 819","Associacions/grup","No","No","No","http://www.maresenllac.org"
"C. Cal Xic, 28","Sí","08560","No","Osona","No","No","Barcelona","No","No","No","No","No","No","mm.maresmon@gmail.com","No","No",,"No","No","No","No","Sí","No","Manlleu","Associació Mares Món","No","No","No","No","618 26 83 52","Associacions/grup","No","No","No","http://www.maresmon.org/"
"C. de l'Abat Escarré, 11","No","43204","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No","torresm.mar@hotmail.com; pipemami@hotmail.com","No","No",,"No","No","No","No","No","No","Reus","Associació MAREUS, grup de suport a la maternitat conscient i criança respectuosa","No","No","No","No","609 902 690","Associacions/grup","Sí","No","No","http://www.mareus.org"
"Pg. Marítim, 73","No","08800","No","Garraf","No","No","Barcelona","No","No","No","No","No","No","marinadavng@gmail.com","No","No",,"No","No","No","No","No","No","Vilanova i la Geltrú","Associació Marinada v.n.g. (Vilanova i la Geltrú) Grup d'Autoajuda","No","No","Sí","No","93 815 43 07","Associacions/grup","No","No","No",
"C. Botines, 26, baixos","No","17200","No","Baix Empordà","No","No","Girona","No","No","No","No","No","No","melic.palafrugell@gmail.com","No","No",,"No","No","No","No","No","No","Palafrugell","Associació MELIC (Mares En Lactància I Criança)","No","Sí","No","No","617 810 554","Associacions/grup","Sí","No","No","https://sites.google.com/site/melicpalafrugell/home"
"C. Pare Coll, 7, 2n 2a","No","08500","No","Osona","No","No","Barcelona","No","No","No","No","No","No","asmileva0@gmail.com; nel.pena7@gmail.com; poemanel7@hotmail.com","No","No",,"No","No","No","No","No","No","Vic","Associació Mileva per a l'Eradicació de la Violència Domèstica i Familiar de Vic","No","No","No","No","622 426 182","Associacions/grup","No","No","No",
"C. Sant Joan, 22","No","17190","No","Gironès","No","No","Girona","No","No","No","No","No","No","pahacana@gmail.com","No","No",,"No","No","No","No","No","No","Salt","Associació Pahacana","No","No","No","No","687405784","Associacions/grup","No","No","Sí",
"C. Calàbria, 73, 3r 3a","No","08015","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","info@afig.es","No","No",,"No","No","No","No","No","No","Barcelona","Associació pel Foment de la Igualtat de Gènere","No","Sí","No","No","649042970","Associacions/grup","No","No","No","http://www.afig.es"
"C. Nemesi Valls 35, 2n (Aula de la Dona)","No","08210","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No","dones.com@gmail.com","No","No",,"No","No","No","No","No","No","Barberà del Vallès","Associació per a la Igualtat Dones.com","No","Sí","No","No","696 830 853","Associacions/grup","No","No","No",
"C. Mar, 12-14","No","08930","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","adrianesdonamina@gmail.com","No","No",,"No","No","No","No","No","No","Sant Adrià de Besòs","Associació per a la Promoció de Dones del Barri de la Mina","No","Sí","No","No","93 462 11 81","Associacions/grup","No","No","No",
"Av. Pompeu Fabra, 13, baixos","No","08024","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","appis@icab.es","No","No",,"No","No","No","No","No","No","Barcelona","Associació per a la Promoció de la Igualtat Social (APPIS)","No","Sí","No","No","93 285 09 80","Associacions/grup","No","No","No",
"Av. del Santuari, 21","No","25215","No","Segarra","No","No","Lleida","No","No","No","No","No","No","dones.santramon@gmail.com","No","No",,"No","No","No","No","Sí","No","Sant Ramon","Associació per a la Promoció de les Dones Vent Serè de Sant Ramon","No","No","No","No","686601119","Associacions/grup","No","No","No",
"C. de Valladolid, 30, baixos","No","08014","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","mvegue@lligamdona.org","No","No","93 339 72 00","No","No","No","No","No","No","Barcelona","Associació per a la Reeducació i Reinserció Social LLIGAM","No","No","No","No","93 339 72 00","Associacions/grup","No","No","Sí","http://www.lligamdona.blogspot.com"
"C. Diputació 306, pral.","No","08009","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","apde@telefonica.net","No","No","93 302 40 53","No","No","No","No","Sí","No","Barcelona","Associació per la Dona Efectiva -APDE-","No","No","No","No","93 317 96 88","Associacions/grup","No","No","No","http://associacioapde.blogspot.com/"
"C. Torres Amat, 37","No","08650","No","Bages","No","No","Barcelona","No","No","No","No","No","No","adonatsallent@gmail.com","No","No",,"No","No","No","No","Sí","No","Sallent","Associació per la Igualtat Adona't","No","Sí","No","No","93 837 03 40","Associacions/grup","No","No","No","http://adonat.sallententitats.cat"
"C. Muntaner 159 Principal 2n","No","08036","No","Barcelonès","No","Sí","Barcelona","No","No","No","No","No","No","info@diversya.org","No","No","93 457 15 58","No","No","No","No","No","No","Barcelona","Associació per la Igualtat d'Oportunitats DIVERSYA","No","No","No","No","670 038 825","Associacions/grup","No","No","Sí","http://www.diversya.org"
"C. Independència, 375, baixos","No","08026","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","associacioapci@hotmail.com; coordinacio@associacioapci.org","No","No","93 436 09 69","No","No","No","No","No","No","Barcelona","Associació per la Promoció de la Convivència i la Igualtat (APCI)","No","No","No","No","93 446 08 28","Associacions/grup","No","No","Sí","http://www.associacioapci.org"
"C. Sant Sebastià, 91","No","17430","No","Selva","No","No","Girona","No","No","No","No","No","No","africanacolomenca@gmail.com","No","No",,"No","Sí","No","No","No","No","Santa Coloma de Farners","Associació per la promoció de les Dones Sudsaharianes de Santa Coloma de Farners","No","No","No","No","972 84 23 65","Associacions/grup","No","No","No",
"C/ Major, 111","No","25124","No","Segrià","No","No","Lleida","No","No","No","No","No","No","associaciopigall@gmail.com","No","No",,"No","No","No","No","No","No","Rosselló","Associació PIGALL (Plataforma per la Igualtat de Gènere activa de Lleida)","No","No","No","No","662389281","Associacions/grup","No","No","No",
"Plaça de Sant Joan, 18, 3r A","No","25007","No","Segrià","No","No","Lleida","No","No","No","No","No","No","lleida@pp.es","No","No",,"No","No","No","No","No","No","Lleida","Associació Popular per la Dona","No","Sí","No","No","973244850","Associacions/grup","No","No","No",
"C. Capità Arenas, 22-24, 1r 4a","No","08034","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","menchumendoza@hotmail.com","No","No",,"No","No","No","No","No","No","Barcelona","Associació Pro Formació i Desenvolupament de la Dona. Club Expansión","No","Sí","No","No","93 280 10 19","Associacions/grup","No","No","No",
