"","name","contact:phone","contact:email","contact:website","description","amenity","social_facility:for","source","source:date","Id","addr:street","addr:housenumber","addr:block","addr:floor","addr:housename","addr:postcode","addr:city","addr:place","latitud","longitud"
"649","Associació pel Foment de la Igualtat de Gènere","+34 649042970","info@afig.es","http://www.afig.es","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",118,"Carrer Calàbria","73",NA,"3",NA,"08015","Barcelona",NA,"0","0"
"650","Associació per a la Igualtat Dones.com","+34 696 830 853","dones.com@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",276,"Carrer Nemesi Valls","35",NA,"2",NA,"08210","Barberà del Vallès",NA,"0","0"
"651","Associació per a la Promoció de Dones del Barri de la Mina","+34 93 462 11 81","adrianesdonamina@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",516,"Carrer Mar","12-14",NA,NA,NA,"08930","Sant Adrià de Besòs",NA,"0","0"
"652","Associació per a la Promoció de la Igualtat Social (APPIS)","+34 93 285 09 80","appis@icab.es","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",161,"Avinguda Pompeu Fabra","13",NA,NA,NA,"08024","Barcelona",NA,"41,414240025","2,15876565"
"653","Associació per a la Promoció de les Dones Vent Serè de Sant Ramon","+34 686601119","dones.santramon@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",725,"Avinguda del Santuari","21",NA,NA,NA,"25215","Sant Ramon",NA,"41,726313197","1,369476401"
"654","Associació per a la Reeducació i Reinserció Social LLIGAM","+34 93 339 72 00","mvegue@lligamdona.org","http://www.lligamdona.blogspot.com",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",109,"Carrer de Valladolid","30",NA,NA,NA,"08014","Barcelona",NA,"41,377882112","2,136762941"
"655","Associació per la Dona Efectiva -APDE-","+34 93 317 96 88","apde@telefonica.net","http://associacioapde.blogspot.com/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",87,"Carrer de la Diputació","306",NA,"pral",NA,"08009","Barcelona",NA,"41,39368076","2,171602528"
"656","Associació per la Igualtat Adona't","+34 93 837 03 40","adonatsallent@gmail.com","http://adonat.sallententitats.cat","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",397,"Carrer Torres Amat","37",NA,NA,NA,"08650","Sallent",NA,"41,824231573","1,894054664"
"657","Associació per la Igualtat d'Oportunitats DIVERSYA","+34 670 038 825","info@diversya.org","http://www.diversya.org","cultura i arts","social_facility","woman","Generalitat de Catalunya","2019-03-29",226,"Carrer Muntaner","159",NA,"pral",NA,"08036","Barcelona",NA,"41,39128958","2,153045276"
"658","Associació per la Promoció de la Convivència i la Igualtat (APCI)","+34 93 446 08 28","associacioapci@hotmail.com; coordinacio@associacioapci.org","http://www.associacioapci.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",174,"Carrer Independència","375",NA,NA,NA,"08026","Barcelona",NA,"0","0"
"659","Associació per la promoció de les Dones Sudsaharianes de Santa Coloma de Farners","+34 972 84 23 65","africanacolomenca@gmail.com","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",597,"Carrer Sant Sebastià","91",NA,NA,NA,"17430","Santa Coloma de Farners",NA,"41,861037319","2,667286005"
"660","Associació PIGALL (Plataforma per la Igualtat de Gènere activa de Lleida)","+34 662389281","associaciopigall@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Associació Popular per la Dona","+34 973244850","lleida@pp.es","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",650,"Plaça de Sant Joan","18",NA,"3",NA,"25007","Lleida",NA,"0","0"
"662","Associació Pro Formació i Desenvolupament de la Dona. Club Expansión","+34 93 280 10 19","menchumendoza@hotmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",214,"Carrer Capità Arenas","22-24",NA,"1",NA,"08034","Barcelona",NA,"41,390593031","2,126157899"
"663","Associació Promotora del Centre de Cultura de Dones Francesca Bonnemaison","+34 93 268 42 18","audiovisuals@labonne.org","http://labonne.org/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",48,"Carrer Sant Pere més baix","7",NA,"2",NA,"08003","Barcelona",NA,"0","0"
"664","Associació Puntaires les Muntanyes de Bot","+34 977 428 189","sasensio@bot.altanet.org","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",994,"Avinguda Catalunya","33",NA,NA,NA,"43785","Bot",NA,"41,010535214","0,385737737"
"665","Associació Puntaires Vol i Boixet","+34 977850268","joana1684@hotmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",880,"Avinguda Josep M. Sentis","25",NA,NA,NA,"43330","Riudoms",NA,"41,141085225","1,04952264"
"666","Associació Radio Paca","+34 93 319 68 97","fezanuzzi@gmail.com","http://www.radiopaca.net",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",45,"Carrer Jonqueres","10",NA,"1",NA,"08003","Barcelona",NA,"41,388229027","2,174161591"
"667","Associació Recreativa Cultural de Dones de Calaf i Comarca. ARCA","+34 93 868 03 34","closabm@diba.cat;cantosalet@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",320,"Carrer del Carme","23",NA,NA,NA,"08280","Calaf",NA,"41,733356675","1,51026792"
"668","Associació Rosa Trias per l'Ajut a la Dona","+34 93 879 69 86","info@estudiimatge.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",354,"Carrer Àngel Guimerà","10",NA,NA,NA,"08400","Granollers",NA,"0","0"
"669","Associació Salut i Família","+34 93 268 24 53","saludyfamilia@saludyfamilia.es","http://www.saludyfamilia.es","drets sexuals i reproductius; interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",52,"Via Laietana","40",NA,"3",NA,"08003","Barcelona",NA,"41,385954762","2,176278037"
"670","Associació Santa Àgueda de Torà","+34 973 47 30 28","santaaguedatora@gmail.com","http://santaaguedatora.blogspot.com/?v=0","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",821,"Plaça del Vall","1",NA,NA,NA,"25750","Torà",NA,"41,8123459","1,402886222"
"671","Associació Si Dona. Servei Integral a la Dona","+34 695 243 057","sidona2018@gmail.com","https://sidona.webnode.es/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Associació Sitgetana de Puntaires","+34 93 377 54 22","montserratboque@gmail.com","","artesania; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",521,"Carrer Cornellà Modern","19",NA,NA,NA,"08940","Cornellà de Llobregat",NA,"41,361322078","2,073593441"
"673","Associació Social ""Sempre Dones""","+34 679 731 480","sempredones@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",330,"Carrer Gran","s/n",NA,NA,NA,"08295","Sant Vicenç de Castellet",NA,"41,667173755","1,862858646"
"674","Associació Sociocultural Amma","+34 656 921 702","associacioamma@gmail.com; manoli_lozano_baena@hotmail.com","http://amma.navas.cat","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",398,"Carrer Alcalde Sena","27",NA,NA,NA,"08670","Navàs",NA,"0","0"
"675","Associació Sociocultural Balafon","+34 93 692 41 99","asocultbalafon@gmail.com","","cultura i arts; interculturalitat i migració; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",326,"Carrer Sant Jordi","2-4",NA,NA,NA,"08291","Ripollet",NA,"41,497553682","2,159921804"
"676","Associació Sòciocultural de Dones Africanes de Banyoles LEGKI YAKARU","+34 670 72 38 24","legkiyakaru@gmail.com","","interculturalitat i migració; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",619,"Carrer Barcelona","52",NA,NA,"Centre Cívic","17820","Banyoles",NA,"42,114795057","2,772441072"
"677","Associació Sòciocultural de Dones Marroquines de Banyoles NUR","+34 675 557 466","brahimcah@gmail.com","http://associacio-nur.webnode.cat/","interculturalitat i migració; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",620,"Carrer Barcelona","52",NA,NA,"Centre Cívic","17820","Banyoles",NA,"42,114795057","2,772441072"
"678","Associació Sòcio-cultural per a la Igualtat entre Homes i Dones","+34 93 210 29 26","","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",165,"Carrer Martí","37",NA,"àtic",NA,"08024","Barcelona",NA,"41,43024802","2,09865458"
"679","Associació Solidària La Llumeneta","+34 93 334 89 06","associaciolallumeneta@yahoo.es","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",470,"Carrer dels Pins","35-37",NA,NA,NA,"08905","L'Hospitalet de Llobregat",NA,"41,368971282","2,110485516"
"680","Associació SOS Regina","+34 ","sosregina@gmail.com","http://sosregina.org/","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",980,"Carrer del Mar","3",NA,NA,NA,"43764","El Catllar",NA,"41,171062029","1,308741326"
"681","Associació Suport, Serveis a la Família, la Dona i la Infància","+34 666 290 352","llarlaformiga@xtec.cat","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",915,"Carrer Sant Jordi","25",NA,NA,NA,"43480","Vila-seca",NA,"41,111238612","1,142478506"
"682","Associació Tumenge Calí","+34 617596408","tumengecali@gmail.com","","interculturalitat i migració; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",278,"Avinguda de la Plata","21",NA,"2",NA,"08214","Badia",NA,"41,511046004","2,114327239"
"683","Associació Unidad Canina Goss.o.s","+34 681 650 963","assc.gossosk9@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",595,"Plaça de l'Ajuntament","17",NA,NA,NA,"17403","Sant Hilari Sacalm",NA,"41,8778339","2,5077158"
"684","Associació Urgellenca de Dones","+34 973352443","aud.laseu@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",809,"Carrer dels Arenys","15",NA,NA,NA,"25700","La Seu d'Urgell",NA,"42,362211796","1,464619511"
"685","Associació Valentes i Acompanyades","+34 657412868","valentesiacompanyades@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Associació Veïns Diagonal Mar","+34 93 307 91 20","avvdiagonalmar@hotmail.com","https://sites.google.com/site/cbdiagonalmar/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",140,"Carrer Selva de Mar","22-32",NA,NA,NA,"08019","Barcelona",NA,"41,41858789","2,195907059"
"687","Associació Vida","+34 634 968 765","associaciovida2012@gmail.com","","interculturalitat i migració; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",360,"Carrer Anselm Clavé","7",NA,"1",NA,"08450","Llinars del Vallès",NA,"0","0"
"688","Associació Women in Art","+34 93 419 13 42","liainbcn@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",191,"Carrer de Berlín","80",NA,"4",NA,"08029","Barcelona",NA,"0","0"
"689","Associació Xarxa de Dones Directives i Professionals de l'Acció Social (Xarxa DDiPAS)","+34 932 564 118","secretaria@ddipas.org","https://ddipas.org/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Associació Xarxa de Dones Emprenedores d'Esplugues","+34 627 416 275","xde.esplugues@gmail.com","http://xarxadones.entitats.esplugues.cat","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",531,"Carrer Nord","84",NA,NA,NA,"08950","Esplugues de Llobregat",NA,"41,380912481","2,082761641"
"691","Associación de Pensionistas y 3a Edad de Torreforta","+34 977550201","ap3torreforta@hotmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",839,"Carrer del  Vendrell","8",NA,NA,NA,"43006","Tarragona",NA,"41,118282521","1,219259827"
"692","Associacion Pera Igualtat en Aran","+34 646611235","enrictena@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Ateneu Cultural Dones d'Altafulla","+34 618909702","ateneu.donesalta@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",1029,"Plaça  Comunidó","s/n",NA,NA,NA,"43893","Altafulla",NA,"0","0"
"694","Ateneu Cultural Dones de Campclar","+34 977 55 11 31","cc.campclar@gencat.net","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",843,"Carrer Riu Brugent","16","4","1",NA,"43006","Tarragona",NA,"41,116727272","1,203832565"
"695","Ateneu de la Dona de Vilablareix","+34 629608951","ateneudeladona@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",561,"Carrer Perelló","114",NA,NA,NA,"17180","Vilablareix",NA,"41,9488086","2,7928162"
"696","Ayca Club","+34 609 44 77 20","asociacion.aica@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",156,"Carrer Folgueroles","17-25","2","3",NA,"08022","Barcelona",NA,"41,408225965","2,136046075"
"697","Baby Beatles","+34 654413282","info@babybeatles.org","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Badallet","+34 677 133 445","ariadnasg@yahoo.es","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",492,"Avinguda Martí Pujol","625",NA,"entl",NA,"08917","Badalona",NA,"0","0"
"699","Badia Làctea","+34 ","espaisfamiliars@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",268,"Carrer Ausiàs March","92 b",NA,"2",NA,"08205","Sabadell",NA,"0","0"
"700","Banyoles Islamic Yagaru Kaho. Associació islàmica de dones de Banyoles","+34 972 584 136","siad@plaestany.cat","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",618,"Carrer Barcelona","52 B",NA,"1",NA,"17820","Banyoles",NA,"42,114697934","2,772347589"
"701","Bida, Associació de Dones per a la Igualtat de Gènere i el Benestar","+34 654 545  69","bida.tortosa@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",920,"Carrer Berenguer IV","34",NA,"2",NA,"43500","Tortosa",NA,"40,80963062","0,523964664"
"702","C.A.D.A. (Castellbisbal Agrupació Dones Actives)","+34 626 648 364","martagimenezcejas@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",416,"Carrer de Sant Joan","2",NA,NA,NA,"08755","Castellbisbal",NA,"41,474815667","1,981039961"
"703","Calala Fondo de Mujeres","+34 93 301 17 93","calala@calala.org","www.calala.org","drets humans i cooperació; interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",96,"Carrer de Girona","25",NA,"pral",NA,"08010","Barcelona",NA,"41,39180945","2,174925079"
"704","Casal de Dones del Palau de Sant Andreu de la Barca","+34 645 635 641","harhermi@hotmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",412,"Camí Vell del Palau",NA,"12",NA,NA,"08740","Sant Andreu de la Barca","Parc Vall Palau","41,4547227","1,9580072"
"705","Casal de la Dona","+34 93 780 57 96","casaldeladonaterrassa@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",290,"Carrer Galileu","119",NA,NA,NA,"08224","Terrassa",NA,"41,560141841","2,005369635"
"706","Casal de la Dona ""Parque Príncipes"" de Fogars de la Selva","+34 93 764 44 18","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",363,"Carrer del Vallès","4",NA,NA,NA,"08495","Fogars de la Selva",NA,"0","0"
